10.000000,6.000000,6.000000,50.000000,33.000000,4.000000,5.000000,9.000000,379.000000,0.444440,36.100000,1.000000
21.000000,5.000000,12.000000,77.000000,68.000000,8.000000,5.000000,13.000000,660.000000,0.214290,29.381000,1.000000
2.000000,2.000000,3.000000,3.000000,1.000000,1.000000,2.000000,1.000000,6.000000,0.750000,2.000000,0.000000
4.000000,1.000000,2.000000,5.000000,6.000000,0.000000,2.000000,4.000000,10.000000,0.875000,1.500000,0.000000
12.000000,5.000000,8.000000,13.000000,64.000000,7.000000,1.000000,11.000000,26.000000,0.416670,1.083300,1.000000
9.000000,6.000000,5.000000,37.000000,28.000000,2.000000,3.000000,8.000000,207.000000,0.458330,21.444000,1.000000
3.000000,1.000000,4.000000,3.000000,3.000000,4.000000,1.000000,3.000000,3.000000,1.000000,0.000000,0.000000
5.000000,1.000000,6.000000,15.000000,10.000000,1.000000,5.000000,4.000000,45.000000,0.700000,8.000000,1.000000
3.000000,1.000000,2.000000,7.000000,0.000000,2.000000,0.000000,3.000000,24.000000,0.833330,6.666700,0.000000
2.000000,2.000000,5.000000,15.000000,1.000000,1.000000,4.000000,1.000000,58.000000,0.750000,28.000000,0.000000
3.000000,2.000000,6.000000,25.000000,3.000000,1.000000,5.000000,1.000000,87.000000,0.666670,28.000000,1.000000
8.000000,6.000000,2.000000,11.000000,28.000000,1.000000,1.000000,8.000000,29.000000,0.625000,2.625000,1.000000
1.000000,1.000000,0.000000,2.000000,0.000000,0.000000,0.000000,1.000000,4.000000,1.000000,3.000000,0.000000
10.000000,6.000000,5.000000,43.000000,33.000000,4.000000,3.000000,9.000000,239.000000,0.444440,22.400000,1.000000
2.000000,2.000000,4.000000,7.000000,1.000000,1.000000,3.000000,1.000000,16.000000,0.750000,7.000000,0.000000
5.000000,1.000000,8.000000,6.000000,0.000000,6.000000,2.000000,5.000000,26.000000,0.800000,4.000000,0.000000
25.000000,2.000000,22.000000,57.000000,242.000000,9.000000,14.000000,25.000000,404.000000,0.195000,14.600000,1.000000
2.000000,1.000000,6.000000,9.000000,0.000000,1.000000,5.000000,1.000000,100.000000,1.000000,45.000000,0.000000
10.000000,2.000000,1.000000,34.000000,23.000000,1.000000,0.000000,7.000000,249.000000,0.340000,23.700000,0.000000
20.000000,6.000000,10.000000,57.000000,146.000000,4.000000,8.000000,17.000000,308.000000,0.180450,14.000000,1.000000
7.000000,6.000000,1.000000,34.000000,1.000000,1.000000,0.000000,5.000000,172.000000,0.285710,23.429000,0.000000
5.000000,1.000000,4.000000,26.000000,0.000000,0.000000,4.000000,4.000000,109.000000,0.583330,20.200000,0.000000
6.000000,1.000000,1.000000,7.000000,15.000000,1.000000,0.000000,5.000000,10.000000,0.600000,0.666670,0.000000
43.000000,2.000000,27.000000,150.000000,685.000000,1.000000,26.000000,26.000000,1815.000000,0.116280,40.558000,1.000000
9.000000,2.000000,0.000000,33.000000,22.000000,0.000000,0.000000,6.000000,220.000000,0.355560,23.222000,0.000000
2.000000,2.000000,3.000000,8.000000,1.000000,1.000000,2.000000,1.000000,28.000000,0.750000,13.000000,0.000000
4.000000,1.000000,4.000000,23.000000,6.000000,2.000000,4.000000,4.000000,159.000000,0.583330,38.250000,1.000000
3.000000,2.000000,8.000000,19.000000,3.000000,1.000000,7.000000,3.000000,114.000000,0.555560,37.000000,1.000000
1.000000,1.000000,3.000000,1.000000,0.000000,3.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000
6.000000,1.000000,17.000000,73.000000,15.000000,1.000000,16.000000,6.000000,644.000000,0.833330,106.330000,1.000000
2.000000,2.000000,2.000000,10.000000,0.000000,1.000000,1.000000,2.000000,47.000000,0.666670,21.000000,0.000000
7.000000,1.000000,11.000000,24.000000,15.000000,5.000000,6.000000,6.000000,73.000000,0.142860,8.857100,1.000000
2.000000,1.000000,10.000000,15.000000,1.000000,1.000000,9.000000,2.000000,46.000000,0.500000,22.000000,0.000000
