14.000000,1.000000,9.000000,45.000000,61.000000,3.000000,6.000000,11.000000,425.000000,1.000000,1.000000,0.000000,0.294870,0.000000,0.000000,29.143000,8.000000,2.428600,0.000000
7.000000,2.000000,4.000000,21.000000,0.000000,1.000000,3.000000,0.000000,300.000000,1.000000,1.000000,0.538460,0.333330,1.000000,3.000000,41.286000,16.000000,4.714300,0.000000
6.000000,1.000000,3.000000,11.000000,9.000000,1.000000,3.000000,5.000000,113.000000,1.000000,3.000000,0.000000,0.333330,0.000000,0.000000,16.333000,5.000000,1.500000,0.000000
6.000000,2.000000,16.000000,14.000000,3.000000,8.000000,8.000000,5.000000,92.000000,1.000000,0.000000,0.782610,0.444440,0.000000,0.000000,13.833000,1.000000,0.833300,0.000000
5.000000,2.000000,5.000000,22.000000,0.000000,1.000000,4.000000,0.000000,206.000000,1.000000,0.000000,0.700000,0.350000,1.000000,3.000000,39.800000,11.000000,4.000000,0.000000
4.000000,2.000000,10.000000,21.000000,2.000000,2.000000,8.000000,3.000000,174.000000,0.333330,0.000000,0.857140,0.500000,1.000000,1.000000,41.750000,1.000000,0.750000,0.000000
8.000000,2.000000,6.000000,19.000000,0.000000,2.000000,4.000000,6.000000,157.000000,1.000000,0.000000,0.695650,0.406250,1.000000,2.000000,18.500000,2.000000,1.375000,0.000000
4.000000,1.000000,2.000000,7.000000,0.000000,1.000000,1.000000,3.000000,62.000000,1.000000,0.000000,0.000000,0.666670,0.000000,0.000000,13.750000,3.000000,1.750000,0.000000
5.000000,1.000000,5.000000,5.000000,10.000000,4.000000,1.000000,5.000000,5.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000
4.000000,2.000000,1.000000,11.000000,6.000000,1.000000,1.000000,0.000000,93.000000,0.000000,0.000000,0.785710,0.571430,1.000000,2.000000,22.250000,5.000000,1.750000,0.000000
10.000000,1.000000,11.000000,13.000000,39.000000,10.000000,3.000000,8.000000,33.000000,1.000000,1.000000,0.000000,0.250000,0.000000,0.000000,2.200000,1.000000,0.900000,1.000000
5.000000,2.000000,14.000000,27.000000,10.000000,2.000000,12.000000,1.000000,182.000000,0.000000,0.000000,0.818180,0.720000,0.000000,0.000000,34.000000,1.000000,0.800000,0.000000
54.000000,5.000000,41.000000,175.000000,1183.000000,21.000000,27.000000,25.000000,1425.000000,0.846150,5.000000,0.926240,0.122900,3.000000,12.000000,24.907000,11.000000,2.129600,1.000000
5.000000,6.000000,6.000000,51.000000,6.000000,2.000000,5.000000,3.000000,260.000000,1.000000,1.000000,0.993990,1.000000,2.000000,4.000000,50.000000,3.000000,1.400000,1.000000
11.000000,2.000000,7.000000,30.000000,25.000000,3.000000,6.000000,9.000000,198.000000,1.000000,0.000000,0.615380,0.386360,1.000000,2.000000,16.727000,4.000000,1.818200,0.000000
51.000000,1.000000,58.000000,132.000000,925.000000,44.000000,21.000000,42.000000,1458.000000,0.117650,5.000000,0.000000,0.144000,0.000000,0.000000,27.255000,33.000000,1.666700,0.000000
18.000000,6.000000,21.000000,124.000000,117.000000,7.000000,20.000000,6.000000,762.000000,1.000000,0.000000,0.975790,0.187500,3.000000,6.000000,40.833000,7.000000,1.555600,1.000000
7.000000,2.000000,6.000000,15.000000,9.000000,2.000000,4.000000,7.000000,64.000000,1.000000,1.000000,0.454550,0.357140,1.000000,1.000000,7.714300,1.000000,0.857100,0.000000
3.000000,6.000000,4.000000,23.000000,1.000000,1.000000,3.000000,1.000000,330.000000,1.000000,0.000000,0.996990,1.000000,2.000000,4.000000,105.330000,3.000000,1.333300,1.000000
211.000000,4.000000,59.000000,430.000000,11469.000000,40.000000,39.000000,169.000000,7612.000000,0.906980,10.000000,0.755560,0.084392,3.000000,9.000000,34.872000,25.000000,3.052100,1.000000
39.000000,1.000000,70.000000,144.000000,725.000000,58.000000,21.000000,34.000000,1492.000000,0.400000,1.000000,0.000000,0.135960,0.000000,0.000000,37.000000,16.000000,2.692300,1.000000
1.000000,1.000000,31.000000,1.000000,0.000000,31.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000
