3.000000,3.000000,19.000000,0.000000,3.000000,2.000000,104.000000,0.500000,0.000000,0.000000,0.666670,33.000000,1.000000,0.666700,0.000000
3.000000,6.000000,14.000000,3.000000,2.000000,3.000000,52.000000,0.000000,0.000000,0.968750,0.555560,16.333000,3.000000,1.666700,0.000000
10.000000,15.000000,39.000000,19.000000,12.000000,8.000000,344.000000,0.250000,1.000000,0.000000,0.228570,32.600000,3.000000,1.100000,0.000000
24.000000,17.000000,118.000000,72.000000,15.000000,17.000000,1066.000000,0.916670,1.000000,0.616670,0.185190,42.917000,6.000000,1.708300,1.000000
12.000000,3.000000,22.000000,44.000000,2.000000,5.000000,156.000000,1.000000,1.000000,0.000000,0.261900,11.417000,4.000000,1.250000,0.000000
19.000000,10.000000,61.000000,135.000000,10.000000,16.000000,504.000000,1.000000,0.000000,0.672730,0.378950,24.789000,13.000000,1.947400,0.000000
2.000000,3.000000,7.000000,1.000000,3.000000,2.000000,23.000000,0.000000,0.000000,0.969700,1.000000,10.500000,1.000000,0.500000,0.000000
3.000000,4.000000,6.000000,0.000000,3.000000,3.000000,30.000000,1.000000,0.000000,0.818180,0.666670,8.666700,2.000000,1.000000,0.000000
23.000000,22.000000,77.000000,149.000000,20.000000,16.000000,1164.000000,1.000000,4.000000,0.777780,0.142860,48.913000,19.000000,2.304300,0.000000
12.000000,11.000000,38.000000,2.000000,10.000000,8.000000,224.000000,1.000000,0.000000,0.731710,0.197920,17.500000,4.000000,1.833300,1.000000
7.000000,2.000000,8.000000,0.000000,0.000000,1.000000,1082.000000,0.000000,0.000000,0.000000,0.666670,153.290000,2.000000,0.857100,0.000000
20.000000,13.000000,97.000000,116.000000,13.000000,16.000000,895.000000,1.000000,0.000000,0.762500,0.190000,42.850000,1.000000,0.950000,1.000000
9.000000,8.000000,23.000000,0.000000,3.000000,8.000000,148.000000,1.000000,1.000000,0.000000,0.288890,14.889000,4.000000,1.333300,0.000000
3.000000,5.000000,7.000000,1.000000,4.000000,3.000000,29.000000,1.000000,0.000000,0.818180,0.666670,8.333300,1.000000,0.666700,0.000000
30.000000,31.000000,65.000000,303.000000,4.000000,26.000000,634.000000,1.000000,0.000000,0.000000,0.177340,20.033000,18.000000,2.233300,1.000000
3.000000,7.000000,11.000000,3.000000,3.000000,3.000000,37.000000,0.000000,0.000000,0.969700,1.000000,11.333000,2.000000,1.333300,0.000000
30.000000,15.000000,109.000000,395.000000,13.000000,13.000000,929.000000,0.555560,4.000000,0.517240,0.211210,29.667000,8.000000,1.966700,0.000000
