7.000000,6.000000,19.000000,7.000000,6.000000,6.000000,117.000000,2.000000,0.366670,15.143000,0.000000
13.000000,1.000000,17.000000,64.000000,1.000000,12.000000,117.000000,0.000000,0.461540,7.461500,0.000000
7.000000,48.000000,12.000000,19.000000,1.000000,6.000000,44.000000,0.000000,0.458330,4.857100,0.000000
4.000000,4.000000,4.000000,6.000000,2.000000,4.000000,4.000000,0.000000,1.000000,0.000000,0.000000
4.000000,2.000000,8.000000,6.000000,1.000000,4.000000,20.000000,0.000000,0.666670,4.000000,0.000000
3.000000,8.000000,14.000000,3.000000,5.000000,3.000000,85.000000,0.000000,0.500000,27.333000,1.000000
5.000000,2.000000,6.000000,6.000000,1.000000,5.000000,25.000000,1.000000,0.466670,3.400000,0.000000
10.000000,6.000000,31.000000,1.000000,6.000000,9.000000,156.000000,1.000000,0.355560,14.400000,1.000000
9.000000,6.000000,9.000000,36.000000,3.000000,9.000000,9.000000,0.000000,0.425930,0.000000,0.000000
15.000000,6.000000,19.000000,83.000000,2.000000,15.000000,123.000000,2.000000,0.209520,6.733300,0.000000
30.000000,1.000000,34.000000,389.000000,1.000000,29.000000,266.000000,0.000000,0.433330,7.500000,0.000000
38.000000,30.000000,155.000000,485.000000,30.000000,34.000000,1564.000000,7.000000,0.138310,39.579000,1.000000
10.000000,4.000000,19.000000,0.000000,2.000000,10.000000,115.000000,3.000000,0.350000,10.100000,0.000000
3.000000,3.000000,9.000000,3.000000,3.000000,3.000000,40.000000,0.000000,0.500000,12.333000,0.000000
11.000000,8.000000,18.000000,13.000000,1.000000,11.000000,130.000000,1.000000,0.287880,10.455000,0.000000
10.000000,14.000000,29.000000,21.000000,9.000000,6.000000,150.000000,0.000000,0.440000,13.600000,0.000000
3.000000,3.000000,10.000000,3.000000,3.000000,3.000000,33.000000,0.000000,0.833330,10.000000,0.000000
35.000000,29.000000,121.000000,373.000000,29.000000,31.000000,1250.000000,5.000000,0.165970,34.143000,1.000000
13.000000,6.000000,35.000000,64.000000,6.000000,13.000000,254.000000,0.000000,0.259620,17.923000,0.000000
1.000000,2.000000,2.000000,0.000000,2.000000,1.000000,4.000000,0.000000,1.000000,3.000000,0.000000
7.000000,13.000000,7.000000,21.000000,0.000000,7.000000,7.000000,0.000000,0.464290,0.000000,0.000000
9.000000,6.000000,15.000000,4.000000,1.000000,9.000000,101.000000,1.000000,0.361110,9.888900,0.000000
18.000000,17.000000,46.000000,97.000000,17.000000,17.000000,277.000000,4.000000,0.211760,13.778000,1.000000
8.000000,4.000000,15.000000,6.000000,0.000000,8.000000,82.000000,0.000000,0.343750,8.875000,0.000000
4.000000,3.000000,7.000000,4.000000,0.000000,2.000000,122.000000,10.000000,0.444440,27.000000,0.000000
5.000000,18.000000,41.000000,10.000000,18.000000,4.000000,157.000000,0.000000,0.500000,30.400000,0.000000
1.000000,1.000000,2.000000,0.000000,0.000000,1.000000,5.000000,0.000000,1.000000,4.000000,0.000000
14.000000,8.000000,42.000000,27.000000,8.000000,13.000000,280.000000,3.000000,0.241760,18.643000,0.000000
3.000000,3.000000,5.000000,3.000000,3.000000,3.000000,14.000000,0.000000,0.500000,3.666700,1.000000
1.000000,2.000000,2.000000,0.000000,2.000000,1.000000,4.000000,0.000000,1.000000,3.000000,0.000000
1.000000,3.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000
8.000000,5.000000,14.000000,0.000000,2.000000,8.000000,122.000000,2.000000,0.406250,13.875000,0.000000
2.000000,4.000000,2.000000,1.000000,2.000000,2.000000,2.000000,0.000000,0.666670,0.000000,0.000000
5.000000,11.000000,27.000000,6.000000,11.000000,5.000000,138.000000,2.000000,0.333330,26.200000,0.000000
19.000000,12.000000,23.000000,137.000000,4.000000,18.000000,242.000000,2.000000,0.370370,10.158000,0.000000
1.000000,4.000000,1.000000,0.000000,3.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000
18.000000,9.000000,38.000000,103.000000,3.000000,15.000000,239.000000,2.000000,0.242650,12.000000,0.000000
9.000000,7.000000,9.000000,36.000000,3.000000,9.000000,9.000000,0.000000,0.285710,0.000000,0.000000
6.000000,11.000000,26.000000,15.000000,11.000000,4.000000,103.000000,0.000000,0.500000,16.167000,0.000000
3.000000,5.000000,11.000000,3.000000,1.000000,3.000000,33.000000,0.000000,0.555560,10.000000,0.000000
4.000000,4.000000,14.000000,4.000000,4.000000,4.000000,68.000000,0.000000,0.437500,15.750000,0.000000
55.000000,74.000000,63.000000,1417.000000,3.000000,55.000000,318.000000,5.000000,0.113290,4.309100,0.000000
23.000000,23.000000,66.000000,159.000000,23.000000,21.000000,439.000000,6.000000,0.165580,17.478000,0.000000
28.000000,27.000000,28.000000,378.000000,3.000000,28.000000,28.000000,0.000000,0.228570,0.000000,0.000000
4.000000,1.000000,10.000000,4.000000,1.000000,4.000000,49.000000,0.000000,0.437500,11.000000,0.000000
5.000000,1.000000,41.000000,2.000000,1.000000,2.000000,236.000000,0.000000,0.350000,45.600000,0.000000
12.000000,6.000000,12.000000,66.000000,3.000000,12.000000,12.000000,0.000000,0.333330,0.000000,0.000000
16.000000,18.000000,23.000000,98.000000,3.000000,16.000000,122.000000,3.000000,0.179690,6.187500,0.000000
3.000000,2.000000,5.000000,3.000000,2.000000,3.000000,11.000000,0.000000,0.500000,2.666700,0.000000
2.000000,1.000000,6.000000,1.000000,0.000000,2.000000,20.000000,0.000000,0.500000,9.000000,0.000000
2.000000,5.000000,2.000000,1.000000,2.000000,2.000000,2.000000,0.000000,1.000000,0.000000,0.000000
4.000000,4.000000,14.000000,4.000000,4.000000,4.000000,73.000000,0.000000,0.437500,17.000000,0.000000
21.000000,4.000000,25.000000,182.000000,0.000000,21.000000,153.000000,0.000000,0.210880,5.809500,0.000000
0.000000,3.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
25.000000,13.000000,74.000000,0.000000,13.000000,23.000000,901.000000,2.000000,0.204550,34.920000,1.000000
13.000000,19.000000,56.000000,54.000000,19.000000,11.000000,224.000000,4.000000,0.173080,15.538000,1.000000
14.000000,4.000000,21.000000,55.000000,2.000000,14.000000,161.000000,0.000000,0.476190,10.071000,0.000000
4.000000,5.000000,4.000000,6.000000,1.000000,4.000000,4.000000,0.000000,0.450000,0.000000,0.000000
1.000000,1.000000,2.000000,0.000000,1.000000,1.000000,7.000000,1.000000,1.000000,3.000000,0.000000
3.000000,3.000000,5.000000,3.000000,3.000000,3.000000,14.000000,0.000000,0.500000,3.666700,0.000000
1.000000,2.000000,2.000000,0.000000,2.000000,1.000000,4.000000,0.000000,1.000000,3.000000,0.000000
6.000000,2.000000,6.000000,15.000000,0.000000,6.000000,6.000000,0.000000,0.916670,0.000000,0.000000
3.000000,11.000000,21.000000,3.000000,11.000000,3.000000,73.000000,0.000000,0.833330,23.333000,0.000000
13.000000,8.000000,13.000000,78.000000,6.000000,13.000000,13.000000,0.000000,0.326920,0.000000,0.000000
12.000000,3.000000,22.000000,30.000000,3.000000,12.000000,124.000000,1.000000,0.277780,9.083300,0.000000
2.000000,5.000000,10.000000,1.000000,5.000000,2.000000,34.000000,0.000000,0.750000,16.000000,0.000000
2.000000,2.000000,5.000000,1.000000,1.000000,2.000000,11.000000,0.000000,0.750000,4.500000,0.000000
3.000000,6.000000,3.000000,3.000000,0.000000,3.000000,3.000000,0.000000,0.666670,0.000000,0.000000
5.000000,6.000000,24.000000,8.000000,4.000000,4.000000,118.000000,0.000000,0.416670,21.800000,0.000000
3.000000,7.000000,3.000000,3.000000,3.000000,3.000000,3.000000,0.000000,0.583330,0.000000,0.000000
2.000000,3.000000,6.000000,1.000000,1.000000,2.000000,21.000000,0.000000,0.750000,9.500000,0.000000
7.000000,3.000000,11.000000,17.000000,3.000000,6.000000,61.000000,0.000000,0.541670,7.428600,0.000000
2.000000,3.000000,2.000000,1.000000,1.000000,2.000000,2.000000,0.000000,1.000000,0.000000,0.000000
10.000000,6.000000,10.000000,45.000000,4.000000,10.000000,10.000000,0.000000,0.400000,0.000000,1.000000
8.000000,16.000000,21.000000,14.000000,3.000000,8.000000,111.000000,0.000000,0.343750,12.500000,1.000000
7.000000,1.000000,11.000000,15.000000,1.000000,6.000000,57.000000,0.000000,0.428570,6.714300,0.000000
28.000000,25.000000,92.000000,238.000000,25.000000,27.000000,487.000000,7.000000,0.140740,15.857000,0.000000
26.000000,8.000000,33.000000,285.000000,3.000000,26.000000,172.000000,4.000000,0.132870,5.153800,0.000000
25.000000,26.000000,99.000000,222.000000,26.000000,22.000000,653.000000,6.000000,0.127450,24.520000,0.000000
18.000000,22.000000,92.000000,0.000000,14.000000,17.000000,643.000000,0.000000,0.303920,34.000000,0.000000
3.000000,6.000000,22.000000,3.000000,5.000000,3.000000,129.000000,0.000000,0.500000,42.000000,0.000000
9.000000,8.000000,33.000000,0.000000,8.000000,8.000000,362.000000,3.000000,0.375000,38.778000,0.000000
8.000000,5.000000,15.000000,6.000000,1.000000,8.000000,71.000000,1.000000,0.343750,7.500000,0.000000
31.000000,11.000000,35.000000,427.000000,2.000000,31.000000,206.000000,4.000000,0.148390,5.064500,0.000000
7.000000,2.000000,20.000000,0.000000,1.000000,7.000000,96.000000,0.000000,0.392860,12.286000,0.000000
3.000000,3.000000,5.000000,3.000000,3.000000,3.000000,14.000000,0.000000,0.500000,3.666700,1.000000
