8.000000,0.000000,0.000000,8.000000,0.450000,10.750000,1.000000
21.000000,6.000000,1.000000,12.000000,0.271430,67.905000,0.000000
1.000000,4.000000,3.000000,1.000000,1.000000,0.000000,0.000000
56.000000,20.000000,4.000000,37.000000,0.183470,82.554000,1.000000
5.000000,3.000000,1.000000,5.000000,0.466670,3.800000,0.000000
4.000000,13.000000,9.000000,4.000000,0.400000,0.000000,1.000000
9.000000,7.000000,3.000000,2.000000,0.416670,13.222000,0.000000
10.000000,6.000000,5.000000,1.000000,0.566670,45.600000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
2.000000,0.000000,0.000000,2.000000,1.000000,0.000000,1.000000
27.000000,1.000000,0.000000,27.000000,0.277780,0.000000,0.000000
7.000000,7.000000,1.000000,7.000000,0.265310,1.285700,1.000000
8.000000,6.000000,3.000000,8.000000,0.303570,21.125000,0.000000
14.000000,12.000000,5.000000,8.000000,0.241070,52.429000,1.000000
11.000000,6.000000,3.000000,10.000000,0.477270,19.091000,1.000000
4.000000,6.000000,1.000000,0.000000,0.406250,143.000000,0.000000
41.000000,53.000000,50.000000,34.000000,0.337500,70.293000,0.000000
4.000000,12.000000,5.000000,4.000000,0.593750,8.250000,0.000000
11.000000,1.000000,1.000000,11.000000,0.431820,8.090900,0.000000
11.000000,8.000000,1.000000,7.000000,0.250000,51.909000,0.000000
48.000000,5.000000,1.000000,37.000000,0.145660,20.583000,1.000000
4.000000,6.000000,1.000000,1.000000,0.500000,43.250000,1.000000
47.000000,29.000000,20.000000,34.000000,0.127090,33.489000,1.000000
3.000000,4.000000,1.000000,1.000000,0.555560,13.000000,0.000000
1.000000,7.000000,7.000000,1.000000,1.000000,3.000000,0.000000
7.000000,5.000000,3.000000,7.000000,0.571430,9.428600,0.000000
9.000000,8.000000,5.000000,5.000000,0.466670,15.889000,1.000000
2.000000,8.000000,8.000000,2.000000,0.750000,3.500000,0.000000
20.000000,7.000000,5.000000,18.000000,0.281250,42.600000,0.000000
19.000000,9.000000,4.000000,13.000000,0.277780,27.368000,0.000000
12.000000,4.000000,3.000000,12.000000,0.541670,0.000000,0.000000
2.000000,8.000000,1.000000,1.000000,0.571430,71.500000,0.000000
10.000000,5.000000,3.000000,10.000000,0.400000,6.000000,1.000000
1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,1.000000
29.000000,9.000000,1.000000,22.000000,0.242860,82.138000,1.000000
3.000000,5.000000,2.000000,3.000000,0.533330,140.000000,0.000000
14.000000,0.000000,0.000000,14.000000,0.392860,4.000000,1.000000
2.000000,8.000000,8.000000,2.000000,0.750000,3.500000,0.000000
4.000000,6.000000,1.000000,1.000000,0.500000,32.250000,1.000000
5.000000,5.000000,5.000000,5.000000,0.350000,20.400000,0.000000
1.000000,7.000000,7.000000,1.000000,1.000000,0.000000,0.000000
15.000000,0.000000,0.000000,15.000000,0.285710,1.266700,1.000000
3.000000,0.000000,0.000000,3.000000,0.333330,7.333300,1.000000
2.000000,8.000000,8.000000,2.000000,0.750000,3.500000,0.000000
8.000000,11.000000,2.000000,3.000000,0.375000,122.380000,0.000000
3.000000,9.000000,1.000000,3.000000,0.458330,30.000000,0.000000
3.000000,5.000000,2.000000,3.000000,0.600000,56.000000,0.000000
3.000000,0.000000,0.000000,3.000000,0.666670,0.000000,1.000000
3.000000,0.000000,0.000000,2.000000,1.000000,705.000000,0.000000
6.000000,6.000000,3.000000,1.000000,0.416670,24.333000,0.000000
9.000000,8.000000,6.000000,0.000000,0.518520,7.000000,0.000000
1.000000,0.000000,0.000000,1.000000,1.000000,4.000000,1.000000
3.000000,0.000000,0.000000,2.000000,1.000000,81.000000,0.000000
5.000000,6.000000,5.000000,4.000000,0.500000,32.000000,0.000000
2.000000,9.000000,9.000000,2.000000,0.750000,3.500000,0.000000
3.000000,0.000000,0.000000,3.000000,1.000000,0.000000,1.000000
127.000000,40.000000,12.000000,72.000000,0.111480,47.031000,1.000000
33.000000,14.000000,3.000000,20.000000,0.187500,88.727000,1.000000
4.000000,6.000000,1.000000,1.000000,0.500000,37.500000,0.000000
1.000000,2.000000,0.000000,1.000000,1.000000,0.000000,0.000000
4.000000,3.000000,2.000000,4.000000,0.437500,3.750000,0.000000
23.000000,6.000000,5.000000,23.000000,0.376810,0.000000,1.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
2.000000,0.000000,0.000000,2.000000,1.000000,0.000000,1.000000
12.000000,0.000000,0.000000,12.000000,0.196970,11.333000,1.000000
18.000000,0.000000,0.000000,18.000000,0.333330,0.000000,1.000000
3.000000,4.000000,1.000000,1.000000,0.555560,9.333300,0.000000
3.000000,4.000000,1.000000,1.000000,0.555560,34.667000,0.000000
3.000000,0.000000,0.000000,3.000000,1.000000,0.000000,1.000000
5.000000,6.000000,3.000000,1.000000,0.450000,10.800000,0.000000
4.000000,4.000000,2.000000,4.000000,0.500000,4.750000,0.000000
30.000000,11.000000,7.000000,27.000000,0.340000,19.600000,1.000000
7.000000,8.000000,5.000000,7.000000,0.342860,12.571000,0.000000
1.000000,1.000000,1.000000,1.000000,1.000000,5.000000,1.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
9.000000,5.000000,0.000000,0.000000,0.366670,173.670000,0.000000
12.000000,0.000000,0.000000,12.000000,0.437500,12.583000,1.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
5.000000,3.000000,2.000000,5.000000,0.533330,45.000000,0.000000
2.000000,8.000000,7.000000,2.000000,0.600000,0.000000,0.000000
12.000000,5.000000,2.000000,8.000000,0.319440,29.167000,1.000000
4.000000,0.000000,0.000000,4.000000,1.000000,0.000000,0.000000
6.000000,3.000000,2.000000,6.000000,0.416670,6.833300,0.000000
6.000000,0.000000,0.000000,6.000000,0.555560,7.666700,1.000000
3.000000,0.000000,0.000000,2.000000,0.500000,3.333300,1.000000
2.000000,10.000000,5.000000,2.000000,0.666670,0.000000,0.000000
1.000000,0.000000,0.000000,1.000000,1.000000,7.000000,1.000000
46.000000,4.000000,0.000000,27.000000,0.137780,44.543000,0.000000
3.000000,21.000000,21.000000,3.000000,0.533330,0.000000,1.000000
8.000000,8.000000,1.000000,7.000000,0.250000,8.000000,0.000000
7.000000,7.000000,7.000000,6.000000,0.428570,33.857000,0.000000
18.000000,20.000000,19.000000,18.000000,0.296300,0.000000,1.000000
5.000000,2.000000,1.000000,4.000000,0.500000,37.600000,0.000000
2.000000,0.000000,0.000000,2.000000,0.750000,0.000000,1.000000
3.000000,0.000000,0.000000,2.000000,1.000000,68.000000,0.000000
4.000000,3.000000,3.000000,2.000000,0.500000,97.250000,0.000000
10.000000,0.000000,0.000000,10.000000,0.375000,5.000000,1.000000
6.000000,5.000000,4.000000,6.000000,1.000000,0.000000,0.000000
5.000000,4.000000,3.000000,5.000000,0.400000,0.000000,0.000000
3.000000,0.000000,0.000000,2.000000,1.000000,94.000000,1.000000
2.000000,8.000000,1.000000,1.000000,0.571430,66.500000,0.000000
5.000000,0.000000,0.000000,5.000000,0.450000,0.000000,1.000000
10.000000,5.000000,3.000000,9.000000,0.400000,36.700000,0.000000
5.000000,5.000000,4.000000,4.000000,0.500000,35.600000,0.000000
6.000000,5.000000,3.000000,6.000000,0.375000,7.500000,1.000000
9.000000,0.000000,0.000000,9.000000,0.592590,0.000000,1.000000
1.000000,0.000000,0.000000,1.000000,1.000000,4.000000,1.000000
7.000000,0.000000,0.000000,7.000000,0.250000,0.000000,1.000000
12.000000,0.000000,0.000000,12.000000,0.833330,0.000000,1.000000
41.000000,11.000000,1.000000,22.000000,0.181820,176.050000,1.000000
1.000000,2.000000,1.000000,1.000000,1.000000,0.000000,0.000000
6.000000,2.000000,2.000000,6.000000,0.458330,98.833000,0.000000
100.000000,31.000000,4.000000,53.000000,0.135620,58.980000,1.000000
6.000000,0.000000,0.000000,6.000000,0.611110,0.000000,1.000000
6.000000,3.000000,1.000000,5.000000,0.533330,11.333000,1.000000
36.000000,7.000000,2.000000,30.000000,0.246910,87.083000,0.000000
2.000000,4.000000,1.000000,2.000000,1.000000,0.000000,0.000000
48.000000,41.000000,30.000000,47.000000,0.179920,18.833000,1.000000
1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,1.000000
9.000000,9.000000,9.000000,9.000000,0.407410,0.000000,0.000000
10.000000,12.000000,12.000000,8.000000,0.250000,779.800000,0.000000
