5.000000,8.000000,52.000000,2.000000,1.000000,8.000000,4.000000,372.000000,1.000000,1.000000,0.466670,72.400000,5.000000,2.000000,0.000000
7.000000,6.000000,36.000000,3.000000,2.000000,6.000000,1.000000,508.000000,1.000000,0.000000,0.500000,69.429000,6.000000,1.857100,0.000000
17.000000,5.000000,17.000000,136.000000,4.000000,1.000000,17.000000,17.000000,0.000000,0.000000,0.394960,0.000000,1.000000,1.000000,0.000000
8.000000,18.000000,27.000000,0.000000,16.000000,3.000000,8.000000,155.000000,0.333330,0.000000,0.350000,18.000000,3.000000,1.500000,0.000000
40.000000,14.000000,106.000000,606.000000,5.000000,14.000000,36.000000,1100.000000,0.880000,3.000000,0.125000,25.875000,31.000000,2.100000,1.000000
2.000000,16.000000,27.000000,1.000000,1.000000,15.000000,1.000000,227.000000,0.000000,0.000000,0.625000,112.500000,1.000000,0.500000,0.000000
2.000000,4.000000,2.000000,1.000000,4.000000,2.000000,2.000000,2.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.000000
3.000000,13.000000,34.000000,1.000000,2.000000,13.000000,3.000000,227.000000,1.000000,0.000000,0.555560,74.333000,18.000000,6.333300,0.000000
8.000000,9.000000,56.000000,12.000000,3.000000,8.000000,4.000000,386.000000,1.000000,0.000000,0.312500,46.625000,15.000000,2.875000,0.000000
3.000000,4.000000,9.000000,1.000000,1.000000,3.000000,0.000000,71.000000,1.000000,0.000000,0.444440,22.333000,6.000000,2.333300,0.000000
23.000000,34.000000,118.000000,239.000000,1.000000,33.000000,6.000000,2050.000000,0.000000,5.000000,0.157000,87.043000,18.000000,5.391300,0.000000
36.000000,40.000000,88.000000,534.000000,32.000000,15.000000,30.000000,725.000000,0.277780,0.000000,0.221980,18.639000,7.000000,1.555600,1.000000
4.000000,2.000000,15.000000,0.000000,1.000000,1.000000,3.000000,54.000000,1.000000,0.000000,0.750000,12.250000,4.000000,1.500000,0.000000
5.000000,4.000000,17.000000,0.000000,4.000000,2.000000,4.000000,130.000000,0.500000,0.000000,0.533330,24.600000,4.000000,2.000000,0.000000
12.000000,3.000000,25.000000,0.000000,2.000000,1.000000,0.000000,218.000000,1.000000,0.000000,0.395830,16.750000,3.000000,1.333300,0.000000
2.000000,2.000000,3.000000,1.000000,2.000000,0.000000,0.000000,16.000000,0.000000,0.000000,0.750000,6.000000,0.000000,0.000000,0.000000
4.000000,5.000000,4.000000,6.000000,5.000000,0.000000,4.000000,4.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.000000
5.000000,4.000000,18.000000,8.000000,0.000000,4.000000,5.000000,176.000000,1.000000,2.000000,0.366670,33.000000,7.000000,2.600000,0.000000
13.000000,13.000000,13.000000,78.000000,13.000000,0.000000,13.000000,13.000000,0.000000,0.000000,0.430770,0.000000,1.000000,1.000000,0.000000
11.000000,7.000000,22.000000,43.000000,4.000000,4.000000,9.000000,364.000000,0.000000,4.000000,0.533330,29.636000,5.000000,1.454500,1.000000
9.000000,11.000000,58.000000,20.000000,10.000000,8.000000,2.000000,308.000000,0.666670,2.000000,0.296300,32.556000,1.000000,0.888900,1.000000
12.000000,12.000000,62.000000,38.000000,4.000000,12.000000,1.000000,334.000000,1.000000,1.000000,0.250000,26.417000,4.000000,1.666700,1.000000
11.000000,2.000000,17.000000,0.000000,2.000000,0.000000,8.000000,383.000000,1.000000,0.000000,0.436360,33.455000,4.000000,1.818200,0.000000
18.000000,17.000000,98.000000,123.000000,4.000000,17.000000,3.000000,639.000000,1.000000,3.000000,0.194440,34.167000,15.000000,2.777800,0.000000
11.000000,8.000000,53.000000,25.000000,2.000000,8.000000,1.000000,349.000000,1.000000,0.000000,0.500000,30.182000,6.000000,1.909100,0.000000
1.000000,12.000000,2.000000,0.000000,10.000000,2.000000,1.000000,5.000000,0.000000,0.000000,1.000000,4.000000,0.000000,0.000000,0.000000
19.000000,13.000000,99.000000,61.000000,4.000000,11.000000,9.000000,777.000000,0.777780,0.000000,0.111110,39.421000,14.000000,2.894700,0.000000
31.000000,3.000000,44.000000,139.000000,3.000000,0.000000,25.000000,1283.000000,0.705880,0.000000,0.301080,39.839000,7.000000,1.451600,0.000000
13.000000,9.000000,38.000000,62.000000,5.000000,8.000000,9.000000,177.000000,1.000000,2.000000,0.307690,12.308000,2.000000,1.000000,1.000000
