10.000000,13.000000,42.000000,7.000000,1.000000,12.000000,9.000000,0.638890,280.000000,0.500000,0.285710,6.000000,1.000000
10.000000,4.000000,21.000000,0.000000,1.000000,3.000000,1.000000,0.619050,477.000000,1.000000,0.500000,2.000000,1.000000
17.000000,11.000000,42.000000,0.000000,2.000000,10.000000,15.000000,0.562500,393.000000,0.333330,0.352940,2.000000,1.000000
5.000000,17.000000,7.000000,10.000000,12.000000,6.000000,4.000000,2.000000,14.000000,0.000000,0.466670,1.000000,0.000000
4.000000,23.000000,4.000000,6.000000,22.000000,1.000000,4.000000,2.000000,4.000000,0.000000,0.500000,1.000000,1.000000
14.000000,16.000000,19.000000,79.000000,15.000000,1.000000,11.000000,0.723080,133.000000,1.000000,0.785710,3.000000,1.000000
12.000000,3.000000,12.000000,66.000000,3.000000,0.000000,12.000000,2.000000,12.000000,0.000000,0.583330,1.000000,0.000000
14.000000,2.000000,25.000000,3.000000,1.000000,1.000000,13.000000,0.602560,237.000000,0.000000,0.404760,1.000000,0.000000
14.000000,22.000000,29.000000,67.000000,9.000000,22.000000,12.000000,0.897440,199.000000,0.333330,0.403850,1.000000,1.000000
2.000000,2.000000,3.000000,1.000000,0.000000,2.000000,2.000000,2.000000,7.000000,0.000000,0.750000,1.000000,0.000000
18.000000,12.000000,44.000000,0.000000,8.000000,4.000000,4.000000,0.678730,981.000000,0.461540,0.243060,4.000000,1.000000
15.000000,4.000000,30.000000,21.000000,3.000000,1.000000,9.000000,0.705360,438.000000,0.625000,0.328570,7.000000,1.000000
6.000000,9.000000,29.000000,0.000000,2.000000,7.000000,0.000000,0.450000,395.000000,0.666670,0.479170,1.000000,1.000000
8.000000,3.000000,15.000000,0.000000,1.000000,2.000000,0.000000,0.571430,158.000000,1.000000,0.425000,1.000000,0.000000
16.000000,22.000000,53.000000,0.000000,2.000000,21.000000,14.000000,0.466670,577.000000,1.000000,0.231250,6.000000,0.000000
11.000000,18.000000,11.000000,55.000000,6.000000,12.000000,11.000000,2.000000,11.000000,0.000000,0.263640,1.000000,1.000000
17.000000,12.000000,55.000000,12.000000,3.000000,10.000000,13.000000,0.625000,407.000000,1.000000,0.158820,7.000000,1.000000
15.000000,19.000000,18.000000,105.000000,19.000000,0.000000,15.000000,2.000000,196.000000,0.000000,0.311110,1.000000,1.000000
