3.000000,10.000000,18.000000,3.000000,1.000000,9.000000,1.000000,106.000000,0.000000,0.000000,0.444440,0.000000,0.000000,32.667000,1.000000,0.666700,0.000000
5.000000,4.000000,13.000000,0.000000,1.000000,4.000000,4.000000,76.000000,1.000000,1.000000,0.500000,0.000000,0.000000,13.400000,1.000000,0.600000,0.000000
1.000000,1.000000,3.000000,0.000000,0.000000,1.000000,1.000000,7.000000,0.000000,0.000000,1.000000,0.000000,0.000000,6.000000,0.000000,0.000000,0.000000
8.000000,13.000000,20.000000,12.000000,9.000000,4.000000,8.000000,101.000000,0.200000,1.000000,0.406250,0.000000,0.000000,11.000000,1.000000,0.875000,0.000000
9.000000,5.000000,26.000000,16.000000,0.000000,5.000000,7.000000,185.000000,1.000000,0.000000,0.388890,0.000000,0.000000,19.000000,2.000000,1.000000,1.000000
3.000000,7.000000,4.000000,1.000000,6.000000,1.000000,2.000000,16.000000,1.000000,0.000000,0.555560,0.000000,0.000000,4.000000,1.000000,0.666700,0.000000
20.000000,4.000000,40.000000,130.000000,0.000000,4.000000,18.000000,345.000000,1.000000,1.000000,0.284210,0.000000,0.000000,15.900000,3.000000,1.150000,1.000000
13.000000,7.000000,28.000000,20.000000,2.000000,5.000000,12.000000,183.000000,1.000000,2.000000,0.300000,0.000000,0.000000,12.538000,7.000000,1.384600,0.000000
9.000000,5.000000,19.000000,8.000000,4.000000,1.000000,9.000000,119.000000,1.000000,0.000000,0.518520,0.000000,0.000000,11.778000,3.000000,1.444400,0.000000
7.000000,9.000000,25.000000,0.000000,6.000000,3.000000,7.000000,255.000000,0.000000,0.000000,0.342860,2.000000,5.000000,34.857000,9.000000,3.142900,0.000000
9.000000,5.000000,17.000000,26.000000,0.000000,5.000000,6.000000,71.000000,0.000000,0.000000,0.333330,1.000000,4.000000,6.555600,3.000000,1.111100,0.000000
3.000000,19.000000,10.000000,3.000000,14.000000,5.000000,3.000000,38.000000,0.000000,0.000000,0.583330,0.000000,0.000000,11.667000,1.000000,0.333300,0.000000
1.000000,10.000000,1.000000,0.000000,8.000000,2.000000,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000
9.000000,3.000000,12.000000,20.000000,1.000000,2.000000,8.000000,54.000000,1.000000,3.000000,0.375000,0.000000,0.000000,4.555600,1.000000,0.777800,0.000000
19.000000,7.000000,40.000000,129.000000,0.000000,7.000000,16.000000,252.000000,0.500000,0.000000,0.381580,2.000000,3.000000,11.526000,6.000000,1.315800,0.000000
10.000000,13.000000,26.000000,0.000000,7.000000,7.000000,9.000000,110.000000,1.000000,1.000000,0.260000,1.000000,1.000000,9.900000,3.000000,1.600000,0.000000
3.000000,2.000000,5.000000,0.000000,1.000000,1.000000,3.000000,34.000000,1.000000,1.000000,0.500000,1.000000,2.000000,10.000000,1.000000,0.666700,0.000000
20.000000,7.000000,79.000000,136.000000,5.000000,5.000000,10.000000,835.000000,1.000000,1.000000,0.193750,0.000000,0.000000,39.800000,10.000000,1.950000,0.000000
6.000000,8.000000,6.000000,15.000000,7.000000,1.000000,6.000000,6.000000,0.000000,0.000000,0.444440,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000
3.000000,5.000000,11.000000,1.000000,1.000000,4.000000,1.000000,41.000000,1.000000,1.000000,0.750000,1.000000,2.000000,12.333000,3.000000,1.000000,1.000000
