6.000000,6.000000,0.000000,27.000000,7.000000,0.000000,0.000000,177.000000,0.000000,1.000000,27.500000,0.000000
10.000000,1.000000,14.000000,11.000000,3.000000,14.000000,0.000000,72.000000,0.000000,0.533330,5.800000,0.000000
5.000000,1.000000,2.000000,19.000000,0.000000,0.000000,2.000000,86.000000,0.000000,0.466670,16.000000,0.000000
2.000000,1.000000,3.000000,17.000000,1.000000,0.000000,3.000000,95.000000,0.000000,0.500000,46.500000,0.000000
15.000000,6.000000,7.000000,49.000000,73.000000,3.000000,6.000000,424.000000,2.000000,0.355560,26.467000,1.000000
25.000000,1.000000,42.000000,40.000000,150.000000,39.000000,3.000000,347.000000,0.000000,0.182220,12.560000,0.000000
30.000000,6.000000,6.000000,72.000000,199.000000,3.000000,5.000000,1910.000000,3.000000,0.344440,61.800000,1.000000
23.000000,1.000000,4.000000,32.000000,171.000000,3.000000,1.000000,169.000000,0.000000,0.229810,6.000000,1.000000
33.000000,6.000000,8.000000,93.000000,330.000000,4.000000,7.000000,1412.000000,3.000000,0.218180,40.879000,1.000000
8.000000,6.000000,5.000000,44.000000,14.000000,5.000000,2.000000,276.000000,0.000000,0.500000,32.750000,1.000000
11.000000,1.000000,3.000000,12.000000,25.000000,3.000000,0.000000,69.000000,0.000000,0.545450,4.818200,0.000000
16.000000,6.000000,0.000000,42.000000,92.000000,0.000000,0.000000,841.000000,0.000000,1.000000,50.125000,0.000000
1.000000,1.000000,0.000000,2.000000,0.000000,0.000000,0.000000,4.000000,0.000000,1.000000,3.000000,0.000000
8.000000,1.000000,1.000000,14.000000,0.000000,0.000000,1.000000,66.000000,1.000000,0.458330,6.875000,0.000000
1.000000,1.000000,0.000000,2.000000,0.000000,0.000000,0.000000,4.000000,0.000000,1.000000,3.000000,1.000000
19.000000,1.000000,15.000000,44.000000,97.000000,12.000000,3.000000,1760.000000,2.000000,0.315790,91.368000,1.000000
13.000000,1.000000,8.000000,36.000000,0.000000,3.000000,5.000000,375.000000,3.000000,0.461540,27.000000,0.000000
26.000000,6.000000,10.000000,80.000000,189.000000,6.000000,8.000000,938.000000,4.000000,0.230770,34.308000,1.000000
12.000000,1.000000,2.000000,17.000000,56.000000,1.000000,1.000000,160.000000,0.000000,0.375000,11.917000,0.000000
8.000000,1.000000,6.000000,14.000000,0.000000,5.000000,1.000000,66.000000,1.000000,0.458330,6.875000,0.000000
5.000000,1.000000,10.000000,28.000000,10.000000,5.000000,5.000000,105.000000,0.000000,0.350000,19.800000,1.000000
47.000000,6.000000,11.000000,95.000000,707.000000,6.000000,9.000000,1791.000000,4.000000,0.237590,36.340000,1.000000
2.000000,3.000000,0.000000,4.000000,1.000000,0.000000,0.000000,10.000000,0.000000,0.750000,3.500000,0.000000
18.000000,6.000000,10.000000,56.000000,83.000000,7.000000,9.000000,1606.000000,3.000000,0.277780,85.889000,1.000000
19.000000,6.000000,11.000000,63.000000,87.000000,8.000000,8.000000,836.000000,2.000000,0.231580,41.947000,1.000000
4.000000,1.000000,2.000000,6.000000,0.000000,2.000000,1.000000,69.000000,1.000000,0.583330,16.000000,0.000000
11.000000,1.000000,12.000000,11.000000,55.000000,12.000000,0.000000,11.000000,0.000000,0.515150,0.000000,0.000000
20.000000,6.000000,20.000000,67.000000,118.000000,17.000000,7.000000,665.000000,3.000000,0.230000,31.400000,1.000000
6.000000,1.000000,5.000000,18.000000,0.000000,4.000000,1.000000,77.000000,0.000000,0.375000,11.667000,0.000000
