5.000000,13.000000,16.000000,9.000000,1.000000,12.000000,2.000000,0.933330,57.000000,0.000000,0.846150,0.440000,2.000000,4.000000,8.000000,1.000000,0.666700,0.000000
4.000000,14.000000,20.000000,4.000000,1.000000,13.000000,3.000000,1.133300,82.000000,0.400000,0.959180,0.555560,3.000000,5.000000,18.250000,1.000000,0.500000,0.000000
4.000000,28.000000,41.000000,15.000000,1.000000,27.000000,1.000000,1.000000,167.000000,0.000000,0.857140,0.404760,1.000000,3.000000,26.333000,5.000000,1.500000,0.000000
3.000000,16.000000,13.000000,1.000000,1.000000,15.000000,2.000000,2.000000,82.000000,0.000000,0.875000,0.625000,1.000000,1.000000,40.000000,7.000000,3.500000,0.000000
3.000000,17.000000,19.000000,1.000000,1.000000,16.000000,2.000000,2.000000,96.000000,0.000000,0.875000,0.625000,1.000000,1.000000,47.000000,1.000000,0.500000,0.000000
1.000000,46.000000,268.000000,35227.000000,2.000000,44.000000,266.000000,0.995690,826.000000,0.857140,0.000000,0.029559,0.000000,0.000000,2.078900,1.000000,0.996200,0.000000
3.000000,13.000000,17.000000,1.000000,3.000000,10.000000,2.000000,2.000000,65.000000,0.000000,0.875000,0.666670,1.000000,1.000000,31.500000,5.000000,2.500000,0.000000
6.000000,17.000000,19.000000,4.000000,1.000000,16.000000,1.000000,0.916670,71.000000,0.000000,0.884620,0.666670,2.000000,3.000000,12.600000,1.000000,0.600000,0.000000
3.000000,20.000000,35.000000,1.000000,0.000000,20.000000,2.000000,2.000000,176.000000,0.000000,0.875000,0.625000,2.000000,2.000000,87.000000,1.000000,0.500000,0.000000
3.000000,9.000000,8.000000,1.000000,0.000000,9.000000,1.000000,2.000000,30.000000,0.000000,0.857140,0.666670,1.000000,1.000000,14.000000,4.000000,2.000000,0.000000
3.000000,17.000000,14.000000,1.000000,5.000000,12.000000,2.000000,2.000000,55.000000,0.000000,0.875000,0.625000,1.000000,1.000000,26.500000,4.000000,2.000000,0.000000
3.000000,9.000000,24.000000,2.000000,2.000000,7.000000,2.000000,0.777780,101.000000,0.333330,0.955560,0.666670,2.000000,3.000000,23.500000,3.000000,1.250000,0.000000
1.000000,4.000000,6.000000,1.000000,0.000000,4.000000,0.000000,1.000000,21.000000,1.000000,0.000000,1.000000,0.000000,0.000000,8.000000,0.000000,0.000000,0.000000
4.000000,8.000000,8.000000,3.000000,6.000000,2.000000,2.000000,1.166700,29.000000,0.000000,0.982760,1.000000,3.000000,6.000000,7.666700,1.000000,0.333300,0.000000
3.000000,25.000000,52.000000,1.000000,1.000000,24.000000,2.000000,1.000000,218.000000,0.000000,0.875000,0.625000,1.000000,1.000000,107.000000,9.000000,4.500000,0.000000
6.000000,13.000000,16.000000,4.000000,1.000000,12.000000,1.000000,0.916670,62.000000,0.000000,0.884620,0.666670,2.000000,3.000000,10.800000,1.000000,0.600000,0.000000
