20.000000,8.000000,65.000000,4.000000,16.000000,465.000000,1.000000
4.000000,2.000000,7.000000,0.000000,2.000000,78.000000,0.000000
29.000000,12.000000,57.000000,8.000000,27.000000,417.000000,0.000000
9.000000,0.000000,13.000000,0.000000,9.000000,78.000000,0.000000
1.000000,3.000000,18.000000,2.000000,1.000000,82.000000,0.000000
16.000000,8.000000,82.000000,8.000000,14.000000,684.000000,1.000000
25.000000,10.000000,33.000000,0.000000,25.000000,603.000000,1.000000
16.000000,5.000000,59.000000,3.000000,13.000000,410.000000,1.000000
5.000000,4.000000,18.000000,2.000000,5.000000,69.000000,1.000000
6.000000,5.000000,40.000000,5.000000,5.000000,283.000000,1.000000
6.000000,0.000000,31.000000,0.000000,3.000000,442.000000,0.000000
8.000000,5.000000,13.000000,1.000000,6.000000,162.000000,0.000000
59.000000,16.000000,92.000000,14.000000,59.000000,729.000000,1.000000
8.000000,5.000000,28.000000,3.000000,8.000000,137.000000,0.000000
36.000000,7.000000,49.000000,4.000000,36.000000,2509.000000,1.000000
5.000000,4.000000,10.000000,1.000000,4.000000,33.000000,0.000000
6.000000,5.000000,33.000000,4.000000,5.000000,350.000000,1.000000
8.000000,8.000000,53.000000,8.000000,5.000000,456.000000,1.000000
49.000000,9.000000,87.000000,3.000000,44.000000,1232.000000,1.000000
14.000000,10.000000,57.000000,10.000000,14.000000,383.000000,1.000000
