14.000000,9.000000,33.000000,53.000000,9.000000,11.000000,188.000000,0.400000,1.000000,0.442310,3.000000,1.642900,1.000000
11.000000,6.000000,27.000000,19.000000,6.000000,11.000000,199.000000,0.555560,0.000000,0.303030,7.000000,2.000000,1.000000
8.000000,7.000000,42.000000,14.000000,7.000000,2.000000,308.000000,0.000000,2.000000,0.238100,4.000000,1.500000,0.000000
6.000000,2.000000,15.000000,0.000000,1.000000,5.000000,66.000000,1.000000,0.000000,0.375000,2.000000,1.000000,0.000000
13.000000,4.000000,40.000000,8.000000,4.000000,2.000000,516.000000,0.000000,4.000000,0.150000,7.000000,2.769200,1.000000
5.000000,1.000000,14.000000,8.000000,1.000000,2.000000,45.000000,0.000000,1.000000,0.333330,1.000000,0.600000,0.000000
4.000000,0.000000,13.000000,0.000000,0.000000,2.000000,161.000000,0.000000,0.000000,0.583330,3.000000,1.250000,0.000000
5.000000,4.000000,6.000000,10.000000,2.000000,5.000000,13.000000,0.000000,1.000000,0.466670,1.000000,0.800000,0.000000
3.000000,9.000000,10.000000,0.000000,1.000000,1.000000,49.000000,0.000000,0.000000,1.000000,1.000000,0.666700,0.000000
1.000000,4.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000
2.000000,2.000000,4.000000,1.000000,1.000000,1.000000,8.000000,0.000000,0.000000,0.750000,1.000000,0.500000,0.000000
9.000000,4.000000,37.000000,8.000000,4.000000,7.000000,314.000000,0.000000,1.000000,0.218750,7.000000,2.000000,0.000000
4.000000,1.000000,11.000000,2.000000,0.000000,2.000000,61.000000,0.000000,0.000000,0.500000,6.000000,2.000000,0.000000
19.000000,8.000000,36.000000,141.000000,7.000000,15.000000,229.000000,0.888890,0.000000,0.355560,4.000000,0.947400,1.000000
8.000000,6.000000,31.000000,22.000000,6.000000,2.000000,324.000000,0.000000,7.000000,0.285710,5.000000,2.000000,1.000000
6.000000,3.000000,8.000000,15.000000,3.000000,6.000000,34.000000,0.000000,0.000000,0.500000,2.000000,0.833300,0.000000
7.000000,2.000000,21.000000,17.000000,2.000000,2.000000,90.000000,0.000000,1.000000,0.277780,2.000000,1.000000,0.000000
8.000000,5.000000,39.000000,24.000000,5.000000,2.000000,328.000000,0.000000,1.000000,0.214290,2.000000,1.125000,1.000000
