15.000000,18.000000,52.000000,37.000000,3.000000,15.000000,14.000000,0.750000,271.000000,1.000000,4.000000,0.255100,16.533000,13.000000,2.066700,1.000000
3.000000,2.000000,8.000000,3.000000,1.000000,1.000000,3.000000,1.500000,60.000000,0.000000,0.000000,0.555560,15.000000,0.000000,0.000000,0.000000
15.000000,23.000000,33.000000,7.000000,18.000000,5.000000,5.000000,0.476190,229.000000,1.000000,0.000000,0.380950,14.067000,4.000000,2.333300,1.000000
2.000000,6.000000,5.000000,1.000000,2.000000,4.000000,2.000000,2.000000,14.000000,0.000000,0.000000,0.500000,6.000000,1.000000,0.500000,0.000000
2.000000,11.000000,2.000000,1.000000,8.000000,3.000000,2.000000,2.000000,2.000000,0.000000,0.000000,0.833330,0.000000,1.000000,1.000000,1.000000
4.000000,8.000000,29.000000,4.000000,0.000000,8.000000,3.000000,0.666670,141.000000,1.000000,0.000000,0.666670,34.000000,6.000000,1.750000,0.000000
4.000000,7.000000,19.000000,4.000000,1.000000,7.000000,1.000000,0.666670,78.000000,1.000000,1.000000,0.444440,18.250000,5.000000,1.500000,1.000000
51.000000,4.000000,71.000000,1025.000000,1.000000,3.000000,47.000000,0.860000,481.000000,1.000000,0.000000,0.236670,8.274500,3.000000,1.215700,0.000000
14.000000,14.000000,46.000000,0.000000,5.000000,9.000000,9.000000,0.730770,544.000000,1.000000,0.000000,0.285710,37.286000,8.000000,3.285700,0.000000
4.000000,4.000000,31.000000,0.000000,4.000000,0.000000,2.000000,0.500000,179.000000,1.000000,0.000000,0.333330,42.750000,4.000000,2.000000,0.000000
2.000000,16.000000,30.000000,1.000000,2.000000,14.000000,1.000000,2.000000,373.000000,0.000000,0.000000,0.666670,185.500000,25.000000,12.500000,0.000000
17.000000,23.000000,77.000000,34.000000,4.000000,19.000000,15.000000,0.848210,673.000000,0.714290,6.000000,0.242190,37.765000,30.000000,3.411800,0.000000
3.000000,10.000000,25.000000,3.000000,0.000000,10.000000,3.000000,2.000000,139.000000,0.000000,0.000000,0.555560,45.333000,10.000000,3.666700,0.000000
10.000000,33.000000,10.000000,45.000000,30.000000,5.000000,10.000000,2.000000,10.000000,0.000000,0.000000,0.283330,0.000000,1.000000,1.000000,0.000000
20.000000,31.000000,107.000000,104.000000,3.000000,29.000000,14.000000,0.872810,844.000000,0.833330,1.000000,0.185000,40.600000,39.000000,3.500000,1.000000
15.000000,12.000000,73.000000,67.000000,0.000000,12.000000,11.000000,0.761900,609.000000,1.000000,0.000000,0.276790,39.400000,9.000000,2.400000,0.000000
3.000000,8.000000,24.000000,3.000000,0.000000,8.000000,3.000000,2.000000,114.000000,0.000000,0.000000,0.555560,37.000000,7.000000,2.666700,0.000000
17.000000,14.000000,58.000000,100.000000,2.000000,12.000000,11.000000,0.906250,444.000000,1.000000,2.000000,0.300000,24.647000,12.000000,2.058800,1.000000
3.000000,11.000000,25.000000,3.000000,0.000000,11.000000,3.000000,2.000000,156.000000,0.000000,0.000000,0.555560,51.000000,12.000000,4.333300,0.000000
3.000000,7.000000,15.000000,3.000000,0.000000,7.000000,3.000000,2.000000,46.000000,0.000000,0.000000,0.555560,14.333000,3.000000,1.333300,0.000000
2.000000,5.000000,30.000000,1.000000,3.000000,3.000000,1.000000,2.000000,183.000000,0.000000,0.000000,0.666670,90.500000,9.000000,4.500000,1.000000
5.000000,20.000000,51.000000,0.000000,4.000000,16.000000,5.000000,0.000000,319.000000,1.000000,1.000000,0.666670,62.600000,23.000000,6.400000,1.000000
12.000000,10.000000,12.000000,66.000000,7.000000,3.000000,12.000000,2.000000,12.000000,0.000000,0.000000,0.285710,0.000000,1.000000,1.000000,0.000000
10.000000,14.000000,35.000000,0.000000,7.000000,7.000000,10.000000,0.000000,176.000000,1.000000,0.000000,0.283330,16.500000,3.000000,1.500000,1.000000
8.000000,21.000000,64.000000,0.000000,1.000000,21.000000,4.000000,0.535710,570.000000,1.000000,1.000000,0.404760,69.750000,4.000000,1.625000,0.000000
3.000000,4.000000,3.000000,3.000000,2.000000,2.000000,3.000000,2.000000,3.000000,0.000000,0.000000,0.666670,0.000000,1.000000,1.000000,0.000000
9.000000,38.000000,102.000000,30.000000,1.000000,37.000000,3.000000,0.625000,620.000000,1.000000,0.000000,0.196430,67.778000,6.000000,2.222200,1.000000
11.000000,18.000000,71.000000,1.000000,3.000000,16.000000,9.000000,0.814290,542.000000,0.857140,1.000000,0.303030,47.636000,16.000000,2.727300,1.000000
3.000000,5.000000,8.000000,1.000000,0.000000,5.000000,2.000000,0.500000,21.000000,1.000000,0.000000,0.500000,5.666700,1.000000,0.333300,0.000000
12.000000,12.000000,37.000000,2.000000,5.000000,7.000000,8.000000,0.772730,319.000000,1.000000,0.000000,0.259740,24.750000,7.000000,2.583300,1.000000
26.000000,17.000000,31.000000,245.000000,13.000000,4.000000,24.000000,0.943330,193.000000,0.666670,1.000000,0.194290,5.961500,4.000000,1.346200,0.000000
4.000000,7.000000,16.000000,4.000000,1.000000,6.000000,2.000000,0.333330,76.000000,1.000000,0.000000,0.333330,17.750000,5.000000,1.500000,1.000000
3.000000,13.000000,28.000000,3.000000,0.000000,13.000000,3.000000,2.000000,142.000000,0.000000,0.000000,0.555560,46.333000,9.000000,3.333300,0.000000
23.000000,18.000000,70.000000,143.000000,2.000000,17.000000,22.000000,0.878790,537.000000,0.000000,0.000000,0.181820,21.957000,5.000000,2.217400,0.000000
5.000000,14.000000,67.000000,0.000000,1.000000,13.000000,2.000000,0.250000,695.000000,1.000000,0.000000,0.312500,137.800000,50.000000,10.400000,0.000000
43.000000,18.000000,44.000000,781.000000,18.000000,0.000000,43.000000,0.953510,274.000000,1.000000,0.000000,0.297670,4.883700,1.000000,0.976700,0.000000
15.000000,28.000000,84.000000,99.000000,0.000000,28.000000,6.000000,0.357140,507.000000,1.000000,0.000000,0.314290,32.733000,19.000000,2.600000,1.000000
6.000000,71.000000,45.000000,13.000000,50.000000,21.000000,3.000000,0.900000,219.000000,1.000000,0.000000,0.366670,35.167000,8.000000,2.166700,1.000000
3.000000,7.000000,15.000000,3.000000,0.000000,7.000000,3.000000,2.000000,46.000000,0.000000,0.000000,0.555560,14.333000,3.000000,1.333300,0.000000
5.000000,13.000000,26.000000,0.000000,7.000000,6.000000,4.000000,0.500000,151.000000,1.000000,0.000000,0.583330,28.800000,5.000000,1.400000,1.000000
6.000000,12.000000,22.000000,3.000000,2.000000,10.000000,5.000000,0.400000,194.000000,1.000000,0.000000,0.600000,31.000000,9.000000,3.333300,0.000000
16.000000,34.000000,52.000000,60.000000,24.000000,12.000000,16.000000,0.828570,428.000000,1.000000,0.000000,0.250000,25.313000,29.000000,2.812500,1.000000
1.000000,2.000000,1.000000,0.000000,2.000000,0.000000,1.000000,2.000000,1.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.000000
4.000000,6.000000,16.000000,2.000000,0.000000,6.000000,3.000000,1.047600,97.000000,1.000000,0.000000,0.666670,21.500000,7.000000,2.000000,0.000000
28.000000,31.000000,106.000000,216.000000,2.000000,29.000000,20.000000,0.877490,828.000000,0.692310,3.000000,0.203570,28.107000,17.000000,3.214300,1.000000
4.000000,10.000000,29.000000,4.000000,0.000000,10.000000,3.000000,0.666670,133.000000,1.000000,0.000000,0.666670,32.000000,6.000000,1.750000,0.000000
3.000000,6.000000,6.000000,3.000000,2.000000,5.000000,3.000000,2.000000,18.000000,0.000000,0.000000,0.500000,5.000000,1.000000,0.333300,0.000000
7.000000,8.000000,17.000000,9.000000,3.000000,5.000000,5.000000,0.500000,151.000000,1.000000,0.000000,0.566670,19.571000,5.000000,1.857100,0.000000
1.000000,10.000000,1.000000,0.000000,9.000000,1.000000,1.000000,2.000000,1.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.000000
3.000000,83.000000,6.000000,3.000000,83.000000,0.000000,3.000000,1.500000,17.000000,1.000000,0.000000,0.777780,4.333300,0.000000,0.000000,1.000000
4.000000,13.000000,21.000000,0.000000,1.000000,12.000000,2.000000,2.000000,178.000000,0.000000,0.000000,0.500000,43.500000,9.000000,3.250000,0.000000
