9.000000,5.000000,24.000000,0.000000,1.000000,9.000000,213.000000,1.000000,0.888900,0.000000
27.000000,6.000000,27.000000,351.000000,1.000000,27.000000,27.000000,1.000000,1.000000,1.000000
9.000000,3.000000,18.000000,30.000000,1.000000,8.000000,82.000000,1.000000,0.777800,0.000000
7.000000,27.000000,50.000000,7.000000,3.000000,3.000000,198.000000,1.000000,0.714300,0.000000
8.000000,10.000000,28.000000,0.000000,1.000000,3.000000,224.000000,2.000000,1.000000,1.000000
4.000000,9.000000,12.000000,2.000000,3.000000,3.000000,52.000000,1.000000,0.750000,0.000000
4.000000,10.000000,17.000000,2.000000,1.000000,3.000000,71.000000,1.000000,0.500000,0.000000
2.000000,2.000000,5.000000,1.000000,1.000000,1.000000,22.000000,3.000000,1.500000,1.000000
18.000000,116.000000,18.000000,153.000000,116.000000,18.000000,18.000000,1.000000,1.000000,0.000000
9.000000,3.000000,20.000000,12.000000,2.000000,7.000000,100.000000,4.000000,1.222200,0.000000
7.000000,3.000000,17.000000,0.000000,3.000000,7.000000,66.000000,2.000000,1.000000,0.000000
7.000000,11.000000,11.000000,15.000000,4.000000,6.000000,44.000000,1.000000,0.714300,1.000000
13.000000,12.000000,37.000000,42.000000,4.000000,13.000000,175.000000,3.000000,1.153800,1.000000
6.000000,9.000000,31.000000,5.000000,1.000000,3.000000,143.000000,1.000000,0.833300,0.000000
20.000000,16.000000,74.000000,68.000000,2.000000,11.000000,537.000000,12.000000,1.550000,1.000000
2.000000,8.000000,7.000000,0.000000,6.000000,2.000000,23.000000,1.000000,0.500000,1.000000
6.000000,8.000000,15.000000,15.000000,2.000000,6.000000,42.000000,1.000000,0.500000,1.000000
14.000000,4.000000,25.000000,31.000000,1.000000,14.000000,140.000000,1.000000,0.857100,1.000000
2.000000,2.000000,6.000000,0.000000,1.000000,2.000000,22.000000,1.000000,0.500000,0.000000
7.000000,7.000000,25.000000,0.000000,1.000000,5.000000,153.000000,4.000000,1.285700,1.000000
3.000000,4.000000,10.000000,3.000000,1.000000,2.000000,32.000000,1.000000,0.666700,1.000000
19.000000,22.000000,32.000000,133.000000,7.000000,18.000000,174.000000,2.000000,1.000000,0.000000
20.000000,2.000000,21.000000,190.000000,1.000000,20.000000,50.000000,1.000000,0.900000,0.000000
8.000000,7.000000,32.000000,28.000000,0.000000,4.000000,237.000000,11.000000,3.000000,1.000000
5.000000,4.000000,6.000000,6.000000,3.000000,3.000000,24.000000,1.000000,0.800000,0.000000
6.000000,5.000000,16.000000,7.000000,1.000000,2.000000,59.000000,2.000000,0.833300,0.000000
3.000000,1.000000,5.000000,3.000000,0.000000,3.000000,12.000000,1.000000,0.333300,0.000000
19.000000,32.000000,38.000000,139.000000,21.000000,16.000000,216.000000,5.000000,1.473700,1.000000
0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
19.000000,7.000000,35.000000,137.000000,1.000000,16.000000,183.000000,2.000000,1.000000,0.000000
6.000000,6.000000,7.000000,15.000000,1.000000,6.000000,14.000000,1.000000,0.833300,1.000000
3.000000,4.000000,6.000000,0.000000,2.000000,2.000000,33.000000,2.000000,1.000000,1.000000
0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.000000,3.000000,5.000000,1.000000,3.000000,2.000000,17.000000,2.000000,1.000000,0.000000
14.000000,6.000000,18.000000,61.000000,2.000000,14.000000,81.000000,1.000000,0.928600,0.000000
20.000000,101.000000,54.000000,168.000000,98.000000,12.000000,352.000000,3.000000,1.150000,0.000000
18.000000,9.000000,44.000000,85.000000,1.000000,10.000000,242.000000,5.000000,1.388900,1.000000
4.000000,49.000000,8.000000,6.000000,49.000000,4.000000,21.000000,0.000000,0.000000,1.000000
6.000000,4.000000,10.000000,1.000000,2.000000,6.000000,50.000000,2.000000,1.166700,0.000000
2.000000,2.000000,19.000000,1.000000,1.000000,2.000000,121.000000,13.000000,6.500000,1.000000
9.000000,4.000000,16.000000,0.000000,3.000000,9.000000,122.000000,4.000000,1.222200,0.000000
