3.000000,2.000000,11.000000,1.000000,1.000000,1.000000,68.000000,0.666670,0.000000
9.000000,8.000000,28.000000,2.000000,8.000000,0.000000,274.000000,0.722220,1.000000
32.000000,27.000000,118.000000,390.000000,15.000000,27.000000,992.000000,0.468750,1.000000
2.000000,0.000000,3.000000,1.000000,0.000000,0.000000,21.000000,0.750000,0.000000
8.000000,9.000000,57.000000,28.000000,4.000000,8.000000,245.000000,0.350000,1.000000
8.000000,5.000000,55.000000,26.000000,4.000000,4.000000,387.000000,0.375000,1.000000
7.000000,6.000000,51.000000,13.000000,4.000000,4.000000,265.000000,0.428570,1.000000
12.000000,7.000000,70.000000,40.000000,4.000000,6.000000,412.000000,0.316670,1.000000
7.000000,7.000000,35.000000,21.000000,5.000000,5.000000,148.000000,0.428570,1.000000
4.000000,3.000000,23.000000,6.000000,2.000000,2.000000,88.000000,0.500000,0.000000
3.000000,1.000000,4.000000,3.000000,1.000000,0.000000,14.000000,0.666670,0.000000
8.000000,7.000000,46.000000,18.000000,5.000000,5.000000,227.000000,0.325000,1.000000
4.000000,8.000000,41.000000,0.000000,2.000000,6.000000,355.000000,0.625000,1.000000
2.000000,2.000000,15.000000,0.000000,1.000000,1.000000,103.000000,0.750000,0.000000
7.000000,4.000000,40.000000,21.000000,4.000000,3.000000,251.000000,0.314290,1.000000
7.000000,18.000000,57.000000,0.000000,1.000000,17.000000,639.000000,0.571430,1.000000
8.000000,4.000000,52.000000,18.000000,3.000000,3.000000,764.000000,0.500000,1.000000
8.000000,6.000000,65.000000,8.000000,4.000000,5.000000,432.000000,0.583330,0.000000
