2.000000,3.000000,16.000000,16.000000,1.000000,0.000000,16.000000,2.000000,2.000000,127.000000,0.000000,0.900000,0.625000,1.000000,1.000000,62.500000,0.500000,0.000000
2.000000,4.000000,23.000000,19.000000,1.000000,0.000000,23.000000,2.000000,1.000000,72.000000,0.000000,0.933330,0.600000,1.000000,1.000000,34.500000,0.500000,0.000000
4.000000,6.000000,8.000000,13.000000,4.000000,0.000000,8.000000,1.000000,1.000000,42.000000,0.000000,0.913040,0.555560,2.000000,2.000000,8.750000,0.500000,0.000000
4.000000,5.000000,23.000000,53.000000,4.000000,2.000000,21.000000,2.000000,0.833330,289.000000,0.000000,0.960780,0.555560,1.000000,2.000000,70.750000,0.500000,0.000000
2.000000,2.000000,11.000000,10.000000,1.000000,0.000000,11.000000,2.000000,2.000000,39.000000,0.000000,0.800000,0.666670,1.000000,1.000000,18.500000,0.500000,0.000000
4.000000,3.000000,23.000000,45.000000,4.000000,0.000000,23.000000,2.000000,0.909090,483.000000,0.363640,0.904760,0.555560,0.000000,0.000000,117.000000,3.250000,0.000000
2.000000,3.000000,24.000000,26.000000,1.000000,0.000000,24.000000,2.000000,1.000000,97.000000,0.000000,0.857140,0.625000,1.000000,1.000000,47.000000,0.500000,0.000000
4.000000,4.000000,28.000000,37.000000,6.000000,0.000000,28.000000,2.000000,1.000000,165.000000,0.000000,0.823530,0.343750,1.000000,1.000000,39.750000,0.750000,1.000000
2.000000,4.000000,11.000000,8.000000,1.000000,0.000000,11.000000,2.000000,1.000000,30.000000,0.000000,0.933330,0.600000,1.000000,1.000000,13.500000,0.500000,0.000000
2.000000,7.000000,5.000000,5.000000,1.000000,0.000000,5.000000,1.000000,2.000000,13.000000,0.000000,0.965520,0.750000,1.000000,1.000000,5.000000,0.500000,0.000000
2.000000,3.000000,20.000000,16.000000,1.000000,0.000000,20.000000,2.000000,1.000000,56.000000,0.000000,0.857140,0.625000,1.000000,1.000000,26.500000,2.000000,0.000000
2.000000,3.000000,13.000000,14.000000,1.000000,0.000000,13.000000,2.000000,2.000000,46.000000,0.000000,0.857140,0.625000,1.000000,1.000000,22.000000,0.500000,0.000000
2.000000,4.000000,28.000000,28.000000,1.000000,0.000000,28.000000,2.000000,1.000000,184.000000,0.000000,0.933330,0.600000,1.000000,1.000000,90.500000,0.500000,0.000000
2.000000,3.000000,13.000000,18.000000,1.000000,0.000000,13.000000,2.000000,2.000000,68.000000,0.000000,0.857140,0.625000,1.000000,1.000000,33.000000,0.500000,1.000000
5.000000,6.000000,8.000000,14.000000,8.000000,0.000000,8.000000,1.000000,1.000000,45.000000,0.000000,0.875000,0.500000,3.000000,3.000000,7.400000,0.600000,0.000000
